num,indID,mat,pop,lat,lon,state,region,pc1,trt,blockNum,blockID,nigrescens,bolted,dryWeight,stemHeight,stemWidth,closedCap,openCap,numSeed,numSeedCap,leafFreshWt,leafTurgWt,leafDryWt,RWC,boltDate,flowerDate,boltJulian,boltExpDays,flowerJulian,flowerExpDays,chlor_1,chlor_2,chlor_3,chlor_4,chlor_5,chlor_6,chlor_7,chlor_8
164,SP2-13-4,SP2-13,SP2,43.536733,-6.520533,SP,EU,2.178756034,T,T1,T1-14,0,1,21.53,35.4,3.2,14,3,5,2,0.34,0.42,0.07,77.14285714,5/21/2022,6/23/2022,141,12,174,45,38.9,40.6,48.6,43.8,45.2,41,39.9,53.5
165,NOR2-5-4,NOR2-5,NOR2,59.206117,10.37815,NOR,EU,-3.234658892,T,T1,T1-15,0,0,18.13,NA,NA,NA,NA,NA,NA,0.67,0.73,0.12,90.16393443,NA,NA,NA,NA,NA,NA,33.9,36.3,28.7,34.6,33.8,37.9,42.1,42
166,GER4-13-2,GER4-13,GER4,48.624617,8.640133,GER,EU,-2.434491549,T,T2,T2-1,0,1,20.94,9.7,2.58,1,0,0,0,0.49,0.53,0.09,90.90909091,NA,NA,NA,NA,NA,NA,31.4,42.5,52.2,NA,49.7,44.9,37.2,40.5
167,SP5-13-1,SP5-13,SP5,42.938767,-5.270633,SP,EU,-0.060749591,T,T2,T2-2,0,1,19.82,37.8,2.5,6,5,3,1,0.18,0.19,0.04,93.33333333,5/26/2022,6/27/2022,146,17,178,49,30.9,36.5,52,48.1,50.8,49.9,42.9,51.4
168,IL-2-5,IL-2,IL,47.168389,-123.113595,WA,US,3.756822763,T,T2,T2-3,0,1,20.4,44.8,2.62,10,6,21,2,0.66,0.7,0.13,92.98245614,5/16/2022,6/15/2022,136,7,166,37,40.1,40.6,40.6,42.5,34.8,38.7,45.5,51.6
169,HO-14-2,HO-14,HO,44.224196,-123.511671,OR,US,4.323314778,T,T2,T2-4,0,1,22.82,37.2,2.75,21,4,2,2,0.35,0.37,0.07,93.33333333,5/17/2022,6/21/2022,137,8,172,43,46,41.5,34.2,48.3,42.3,50.8,48.9,55.4
170,SP2-13-3,SP2-13,SP2,43.536733,-6.520533,SP,EU,2.178756034,T,T2,T2-5,0,1,17.96,30.1,4.34,2,0,0,0,0.62,0.66,0.14,92.30769231,NA,NA,NA,NA,NA,NA,35.1,40.6,61.6,NA,47.5,38.7,40.1,51.8
171,SE-15-7,SE-15,SE,42.27916,-123.641852,OR,US,4.77412624,T,T2,T2-6,0,1,22.32,34.1,2.81,6,6,40,2,0.39,0.41,0.06,94.28571429,5/15/2022,6/13/2022,135,6,164,35,46.2,42.4,40.4,37.7,32.2,49.9,46,43.7
172,BJ-12-4,BJ-12,BJ,48.789608,-122.463926,WA,US,1.005059733,T,T2,T2-6,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.2,52.4,NA,60.4
173,AP-14-4,AP-14,AP,45.80877,-121.27622,WA,US,2.000652915,T,T2,T2-7,0,1,22.61,49.5,3.57,10,5,2,2,0.53,0.56,0.12,93.18181818,5/15/2022,6/21/2022,135,6,172,43,46.4,48.1,48.9,46.1,49,58.1,50,51.9
174,SP4-4-5,SP4-4,SP4,43.025217,-5.825167,SP,EU,0.434514309,T,T2,T2-8,0,1,20.15,37.6,2.68,7,3,33,2,0.47,0.48,0.07,97.56097561,5/19/2022,6/19/2022,139,10,170,41,40.9,46.6,50.8,49.6,NA,NA,50.5,57.4
175,HO-11-3,HO-11,HO,44.224196,-123.511671,OR,US,4.323314778,T,T2,T2-9,0,1,22.14,32.7,3.32,6,7,11,2,0.36,0.37,0.06,96.77419355,5/11/2022,6/19/2022,131,2,170,41,45,48.1,37.2,36.4,36.5,57.3,50.7,47
176,NOR2-5-6,NOR2-5,NOR2,59.206117,10.37815,NOR,EU,-3.234658892,T,T2,T2-10,0,0,18.41,NA,NA,NA,NA,NA,NA,0.47,0.53,0.1,86.04651163,NA,NA,NA,NA,NA,NA,35.5,37.9,40.4,44.3,42.7,44.1,46.8,56.7
177,DR-4-3,DR-4,DR,43.655301,-123.333033,OR,US,4.200970886,T,T2,T2-11,0,1,23.83,61.8,3.31,11,7,7,2,0.49,0.52,0.11,92.68292683,5/15/2022,6/20/2022,135,6,171,42,46.4,41.9,43.2,43.6,50.3,54.4,46.2,52.3
178,LUX1-12-2,LUX1-12,LUX1,49.61855,6.1393,LUX,EU,-1.721640374,T,T2,T2-12,0,0,21.54,NA,NA,NA,NA,NA,NA,0.52,0.56,0.09,91.4893617,NA,NA,NA,NA,NA,NA,32.5,33.2,36.4,34.5,38.3,36.2,38.5,47
179,HL-1-1,HL-1,HL,45.909633,-122.616945,WA,US,3.617706732,T,T2,T2-13,0,1,20.68,36.1,2.99,2,5,8,2,0.34,0.39,0.09,83.33333333,5/21/2022,6/21/2022,141,12,172,43,34.7,38.6,40.6,38,33.7,37.8,38.2,42.4
180,JC-1-5,JC-1,JC,48.16472222,-123.2997222,WA,US,1.486506186,T,T2,T2-14,0,1,20.05,52.7,3.11,8,1,0,1,0.18,0.2,0.03,88.23529412,6/1/2022,NA,152,23,NA,NA,35.8,46.2,38.5,32.5,37.6,35.1,35.4,42.5
181,DR-1-4,DR-1,DR,43.655301,-123.333033,OR,US,4.200970886,T,T2,T2-15,0,1,20.7,32.9,3.7,3,0,0,0,0.75,0.81,0.18,90.47619048,6/1/2022,NA,152,23,NA,NA,37.4,35.5,37,35.6,34.8,32.7,37.9,NA
182,AP-12-4,AP-12,AP,45.80877,-121.27622,WA,US,2.000652915,T,T3,T3-1,0,1,19.59,22.3,2.63,15,8,47,2,0.76,0.81,0.12,92.75362319,5/16/2022,6/13/2022,136,7,164,35,40.4,41.4,47,50.2,44.5,50.6,56.6,54.2
183,TR-12-4,TR-12,TR,48.94619,-122.35244,WA,US,1.179044273,T,T3,T3-2,0,1,22.12,48.7,3.46,6,0,0,0,0.84,0.89,0.21,92.64705882,6/15/2022,NA,166,37,NA,NA,42.2,42.5,50.7,50.3,46.8,41.7,46,40.6
184,BJ-1-4,BJ-1,BJ,48.789608,-122.463926,WA,US,1.005059733,T,T3,T3-3,0,1,21.16,29.6,2.82,12,9,40,2,0.92,0.96,0.17,94.93670886,5/11/2022,6/11/2022,131,2,162,33,35.8,38.4,43.7,37.8,35.1,40.7,43.5,46.8
185,SP2-12-5,SP2-12,SP2,43.536733,-6.520533,SP,EU,2.178756034,T,T3,T3-4,0,1,20.38,30.3,4.33,5,11,1,2,0.25,0.25,0.03,100,5/13/2022,6/7/2022,133,4,158,29,32.2,37,40.1,41.5,36.4,40.9,43,39.4
186,DR-1-3,DR-1,DR,43.655301,-123.333033,OR,US,4.200970886,T,T3,T3-5,0,0,22.12,NA,NA,NA,NA,NA,NA,0.66,0.75,0.17,84.48275862,NA,NA,NA,NA,NA,NA,44.9,41.8,40.5,38.1,36.8,38.4,45.1,49.3
187,JC-1-1,JC-1,JC,48.16472222,-123.2997222,WA,US,1.486506186,T,T3,T3-6,0,1,21.9,38.4,3.17,14,12,47,2,0.43,0.43,0.08,100,5/15/2022,6/15/2022,135,6,166,37,49.9,40.9,45.3,59.7,47.8,56.8,62.4,64.8
188,NOR8-4-2,NOR8-4,NOR8,59.55275,10.441783,NOR,EU,-3.602537116,T,T3,T3-7,0,0,22.63,NA,NA,NA,NA,NA,NA,1.16,1.17,0.24,98.92473118,NA,NA,NA,NA,NA,NA,46,49.4,52.2,60.6,53.5,52.7,49.5,53.9
189,NOR2-7-3,NOR2-7,NOR2,59.206117,10.37815,NOR,EU,-3.234658892,T,T3,T3-8,0,0,22.52,NA,NA,NA,NA,NA,NA,0.4,0.39,0.06,103.030303,NA,NA,NA,NA,NA,NA,42.5,40.4,46.4,48.7,46.5,48.3,39.4,47
190,AP-7-4,AP-7,AP,45.80877,-121.27622,WA,US,2.000652915,T,T3,T3-9,0,1,19.38,31.8,3.43,2,7,97,2,0.54,0.61,0.11,86,5/9/2022,6/6/2022,129,0,157,28,37.7,50.4,48.2,29.9,42.7,51.7,54.3,55.9
191,NOR1-10-1,NOR1-10,NOR1,61.184167,7.233467,NOR,EU,-3.224529786,T,T3,T3-10,0,0,19.73,NA,NA,NA,NA,NA,NA,0.76,0.84,0.17,88.05970149,NA,NA,NA,NA,NA,NA,39,42.8,41.2,46.7,47.2,53.4,49.6,47.1
192,AP-14-6,AP-14,AP,45.80877,-121.27622,WA,US,2.000652915,T,T3,T3-11,0,1,20.83,28.8,2.22,8,5,14,2,0.38,0.42,0.05,89.18918919,5/16/2022,6/20/2022,136,7,171,42,41.4,42.5,44.8,34.6,37.2,48.1,48.2,61.2
193,IL-1-7,IL-1,IL,47.168389,-123.113595,WA,US,3.756822763,T,T3,T3-12,0,1,18.76,43.9,2.77,7,2,0,2,0.51,0.6,0.08,82.69230769,6/5/2022,NA,156,27,NA,NA,28.8,35,39.5,38.2,36.6,38.2,41.7,49
194,HL-4-2,HL-4,HL,45.909633,-122.616945,WA,US,3.617706732,T,T3,T3-13,0,1,19.3,39.8,3.15,6,10,49,2,0.62,0.68,0.13,89.09090909,5/11/2022,6/9/2022,131,2,160,31,44.9,45.3,46.9,37.7,46.4,47.4,50.5,55.8
195,WC-8-2,WC-8,WC,47.241995,-120.696261,WA,US,-0.008288374,T,T3,T3-14,0,1,22.12,38.4,3.95,13,9,34,2,0.93,1.05,0.2,85.88235294,5/18/2022,6/14/2022,138,9,165,36,35.7,49.1,47.8,46.5,46,54.1,65.7,65.5
196,HO-11-7,HO-11,HO,44.224196,-123.511671,OR,US,4.323314778,T,T3,T3-15,0,1,20.05,36.1,2.98,12,0,0,0,0.79,0.88,0.18,87.14285714,6/8/2022,NA,159,30,NA,NA,30.4,45.3,50.6,45.7,41.3,40.7,45.9,48.8
197,NOR8-4-5,NOR8-4,NOR8,59.55275,10.441783,NOR,EU,-3.602537116,T,T4,T4-1,0,0,19.06,NA,NA,NA,NA,NA,NA,0.56,0.61,0.14,89.36170213,NA,NA,NA,NA,NA,NA,24.1,39.3,54.4,51.7,42.9,31.3,40.2,40.6
198,HL-4-1,HL-4,HL,45.909633,-122.616945,WA,US,3.617706732,T,T4,T4-2,0,1,19.93,36.4,2.91,16,12,64,2,0.51,0.53,0.1,95.34883721,5/9/2022,6/13/2022,129,0,164,35,45,44.9,52.8,50,62.5,52.6,61.6,64.5
199,HO-2-2,HO-2,HO,44.224196,-123.511671,OR,US,4.323314778,T,T4,T4-3,0,1,19.68,44.6,2.86,3,5,38,2,0.36,0.42,0.09,81.81818182,5/19/2022,6/22/2022,139,10,173,44,41.1,41.7,40.4,52.7,46.5,46.4,48.3,53.7
200,HL-1-3,HL-1,HL,45.909633,-122.616945,WA,US,3.617706732,T,T4,T4-4,0,1,20.15,27.7,3.6,14,6,49,2,0.36,0.41,0.07,85.29411765,5/9/2022,6/1/2022,129,0,152,23,41.2,40,35,49.1,44.2,46.2,48.8,50.1
201,GER4-2-2,GER4-2,GER4,48.624617,8.640133,GER,EU,-2.434491549,T,T4,T4-5,0,1,22.1,24.4,5.36,4,0,0,0,0.28,0.31,0.05,88.46153846,6/8/2022,NA,159,30,NA,NA,46.7,45,48.2,51.6,46.9,42.3,39.4,36.2
202,AP-12-6,AP-12,AP,45.80877,-121.27622,WA,US,2.000652915,T,T4,T4-6,0,1,19.59,36.1,2.67,4,16,24,2,0.51,0.55,0.08,91.4893617,5/19/2022,6/28/2022,139,10,179,50,33.2,37,45.7,51,51,50.3,51.7,52.6
203,NOR5-3-4,NOR5-3,NOR5,59.435433,10.494067,NOR,EU,-3.336593887,T,T4,T4-7,0,0,20.68,NA,NA,NA,NA,NA,NA,0.52,0.6,0.11,83.67346939,NA,NA,NA,NA,NA,NA,51,56.9,62,64.6,70.6,54.4,55.6,59.9
204,HL-13-2,HL-13,HL,45.909633,-122.616945,WA,US,3.617706732,T,T4,T4-8,0,1,20.89,37.2,3.38,8,6,29,2,0.26,0.27,0.08,94.73684211,5/17/2022,6/16/2022,137,8,167,38,43.4,41.6,40.1,40.5,35.9,56,58.7,63.4
205,IL-1-5,IL-1,IL,47.168389,-123.113595,WA,US,3.756822763,T,T4,T4-9,0,1,19.22,43.1,3.35,7,1,0,1,0.77,0.81,0.16,93.84615385,6/1/2022,NA,152,23,NA,NA,42.7,47.1,46.5,47.7,47.1,49.9,46,56.8
206,NOR2-3-2,NOR2-3,NOR2,59.206117,10.37815,NOR,EU,-3.234658892,T,T4,T4-10,0,0,20.5,NA,NA,NA,NA,NA,NA,0.94,1.02,0.18,90.47619048,NA,NA,NA,NA,NA,NA,43.3,43.6,46.7,46.4,47.8,47.4,36.6,48
207,JC-17-6,JC-17,JC,48.16472222,-123.2997222,WA,US,1.486506186,T,T4,T4-11,0,1,20.04,44.1,2.65,4,5,12,2,0.23,0.26,0.06,85,5/23/2022,6/23/2022,143,14,174,45,46,58.1,51.4,53,39.6,46.8,45.2,57.1
208,SE-11-1,SE-11,SE,42.27916,-123.641852,OR,US,4.77412624,T,T4,T4-12,0,1,19.97,31.3,4.24,10,2,0,2,0.13,0.16,0.01,80,5/17/2022,6/28/2022,137,8,179,50,33.9,30.6,43.2,42,39.9,43.3,48.9,52.9
209,SE-14-5,SE-14,SE,42.27916,-123.641852,OR,US,4.77412624,T,T4,T4-13,0,1,19.88,36.1,3.09,4,7,34,2,0.15,0.17,0.04,84.61538462,5/16/2022,6/16/2022,136,7,167,38,41.7,37.6,37.9,32.8,28.5,35.8,41.1,50.6
210,HO-14-3,HO-14,HO,44.224196,-123.511671,OR,US,4.323314778,T,T4,T4-14,0,1,20.79,35.8,2.5,5,4,15,1,0.24,0.2,0.04,125,5/19/2022,6/26/2022,139,10,177,48,39.3,49.3,47.7,40.1,41.5,50.4,52.9,48.7
211,SP2-9-2,SP2-9,SP2,43.536733,-6.520533,SP,EU,2.178756034,T,T4,T4-15,0,1,20.97,34.6,2.72,6,6,14,2,0.19,0.16,0.03,123.0769231,5/9/2022,6/23/2022,129,0,174,45,45.8,50.2,53.7,49.9,39.3,49.5,46.2,52.4
212,TR-12-6,TR-12,TR,48.94619,-122.35244,WA,US,1.179044273,T,T5,T5-1,0,0,19.94,NA,NA,NA,NA,NA,NA,0.48,0.47,0.14,103.030303,NA,NA,NA,NA,NA,NA,41,37.8,45.1,36.9,37.5,39,39.5,43
213,SP5-8-6,SP5-8,SP5,42.938767,-5.270633,SP,EU,-0.060749591,T,T5,T5-2,0,1,19.06,19.1,2.62,8,9,15,1,0.28,0.3,0.06,91.66666667,5/19/2022,6/18/2022,139,10,169,40,44.9,41.9,46.8,47.7,40.1,41.3,43.7,53.9
214,SP5-9-1,SP5-9,SP5,42.938767,-5.270633,SP,EU,-0.060749591,T,T5,T5-3,0,1,17.89,26.9,2.9,8,0,0,0,0.29,0.33,0.05,85.71428571,5/18/2022,NA,138,9,NA,NA,46.7,47.8,49.3,45.9,49.5,49.5,52.8,56
215,SE-11-2,SE-11,SE,42.27916,-123.641852,OR,US,4.77412624,T,T5,T5-4,0,1,21.2,22.1,2.99,5,6,37,2,0.19,0.21,0.04,88.23529412,5/18/2022,6/20/2022,138,9,171,42,44.6,46.8,31.4,40.6,45,44.4,53.5,53.4
216,TR-11-2,TR-11,TR,48.94619,-122.35244,WA,US,1.179044273,T,T5,T5-5,0,0,19.55,NA,NA,NA,NA,NA,NA,0.38,0.42,0.08,88.23529412,NA,NA,NA,NA,NA,NA,45.3,42.7,46.5,46.8,41.2,46.5,48.2,48.1
217,HL-3-3,HL-3,HL,45.909633,-122.616945,WA,US,3.617706732,T,T5,T5-6,0,1,21.02,23.1,3.02,3,5,19,2,0.53,0.57,0.12,91.11111111,5/17/2022,6/18/2022,137,8,169,40,42.9,45.3,45.1,40.6,41.1,44.4,54,55.5
218,DR-11-1,DR-11,DR,43.655301,-123.333033,OR,US,4.200970886,T,T5,T5-7,0,1,21.77,35.5,4.21,14,7,16,2,0.55,0.66,0.16,78,5/15/2022,6/20/2022,135,6,171,42,47.7,50.7,49.5,47.4,45.9,55.7,59.3,64.8
219,LUX1-12-3,LUX1-12,LUX1,49.61855,6.1393,LUX,EU,-1.721640374,T,T5,T5-8,0,0,21.41,NA,NA,NA,NA,NA,NA,0.33,0.36,0.06,90,NA,NA,NA,NA,NA,NA,42.4,42.3,45.6,53,50.6,49.6,47.2,43.7
220,GER4-13-3,GER4-13,GER4,48.624617,8.640133,GER,EU,-2.434491549,T,T5,T5-9,0,0,19.35,NA,NA,NA,NA,NA,NA,0.89,0.92,0.19,95.89041096,NA,NA,NA,NA,NA,NA,39.5,40.1,39.2,42.7,35.9,47.1,49.6,48.9
221,JC-14-1,JC-14,JC,48.16472222,-123.2997222,WA,US,1.486506186,T,T5,T5-10,0,1,21.46,32.1,3.79,16,1,13,1,0.66,0.7,0.15,92.72727273,5/15/2022,6/22/2022,135,6,173,44,45.6,48.5,56.5,53.4,58.7,56,66.7,56.8
222,AP-7-3,AP-7,AP,45.80877,-121.27622,WA,US,2.000652915,T,T5,T5-11,0,0,20.09,NA,NA,NA,NA,NA,NA,0.28,0.33,0.07,80.76923077,NA,NA,NA,NA,NA,NA,41.4,42.9,47.7,41.1,40.4,37.1,44.1,50.4
223,IL-5-7,IL-5,IL,47.168389,-123.113595,WA,US,3.756822763,T,T5,T5-12,0,1,19.14,35.7,2.57,6,4,36,2,0.84,0.96,0.2,84.21052632,5/15/2022,6/18/2022,135,6,169,40,33.5,40.7,41.4,39.6,36.4,35,41.1,49.7
224,SP5-13-2,SP5-13,SP5,42.938767,-5.270633,SP,EU,-0.060749591,T,T5,T5-12,0,0,15.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.8,NA,33
225,AP-12-5,AP-12,AP,45.80877,-121.27622,WA,US,2.000652915,T,T5,T5-13,0,1,19.98,35,3.38,6,6,32,2,0.63,0.73,0.15,82.75862069,5/18/2022,6/20/2022,138,9,171,42,37,40.7,45.8,41.2,33.3,NA,49.1,52.8
226,NOR8-4-6,NOR8-4,NOR8,59.55275,10.441783,NOR,EU,-3.602537116,T,T5,T5-14,0,0,18.09,NA,NA,NA,NA,NA,NA,0.76,0.85,0.15,87.14285714,NA,NA,NA,NA,NA,NA,NA,31.6,37.2,40.6,38.7,42.4,41.5,53.4
227,HR-2-1,HR-2,HR,45.661346,-121.586227,OR,US,2.746371488,T,T5,T5-15,0,1,23.23,33.7,3.39,10,10,12,2,0.35,0.41,0.09,81.25,5/15/2022,6/16/2022,135,6,167,38,41.2,45.4,48.9,43.7,39,45.5,41.8,54.3
228,BJ-15-2,BJ-15,BJ,48.789608,-122.463926,WA,US,1.005059733,T,T6,T6-1,0,0,19.42,NA,NA,NA,NA,NA,NA,0.97,1.08,0.17,87.91208791,NA,NA,NA,NA,NA,NA,29.3,31.5,48,48,47.7,44.4,39.9,44
229,NOR2-7-4,NOR2-7,NOR2,59.206117,10.37815,NOR,EU,-3.234658892,T,T6,T6-2,0,0,21.29,NA,NA,NA,NA,NA,NA,0.32,0.37,0.05,84.375,NA,NA,NA,NA,NA,NA,43.4,44.1,43.5,45.4,40.8,54.2,46,44.7
230,TR-10-1,TR-10,TR,48.94619,-122.35244,WA,US,1.179044273,T,T6,T6-3,0,1,20.67,25.8,3.28,6,0,0,0,0.21,0.23,0.06,88.23529412,6/5/2022,NA,156,27,NA,NA,50.1,44.9,57,58.9,55.2,51.2,52.7,46.5
231,SE-14-4,SE-14,SE,42.27916,-123.641852,OR,US,4.77412624,T,T6,T6-4,0,1,22.49,24.1,2.86,14,10,37,2,0.36,0.42,0.06,83.33333333,5/13/2022,6/14/2022,133,4,165,36,35.8,41.7,32.3,53.4,48.2,61.8,56.8,63.9
232,GER4-4-2,GER4-4,GER4,48.624617,8.640133,GER,EU,-2.434491549,T,T6,T6-5,0,1,21.36,21.9,4.18,3,5,0,2,0.89,1.01,0.22,84.81012658,6/2/2022,6/26/2022,153,24,177,48,39.4,44.3,46.7,53.9,50.7,55.5,55.4,55.6
233,FR2-3-1,FR2-3,FR2,45.493017,5.382683,FR,EU,-1.632805986,T,T6,T6-6,0,1,20.9,21.5,2.51,10,6,24,2,0.28,0.33,0.06,81.48148148,5/9/2022,6/13/2022,129,0,164,35,43.1,52.4,50.6,45.7,43.1,46.8,54.7,52.6
234,DR-2-2,DR-2,DR,43.655301,-123.333033,OR,US,4.200970886,T,T6,T6-7,0,1,20.76,31.9,3.12,5,1,0,1,0.32,0.35,0.05,90,6/6/2022,NA,157,28,NA,NA,40.7,40.5,45.8,45,42,47.5,48.9,52.6
235,BJ-1-5,BJ-1,BJ,48.789608,-122.463926,WA,US,1.005059733,T,T6,T6-8,0,0,19.49,NA,NA,NA,NA,NA,NA,0.61,0.61,0.11,100,NA,NA,NA,NA,NA,NA,39.6,40.9,44.8,39.3,33.1,43.1,34.7,39.5
236,IL-4-2,IL-4,IL,47.168389,-123.113595,WA,US,3.756822763,T,T6,T6-9,0,1,19.31,48.1,2.99,7,4,13,2,0.49,0.55,0.11,86.36363636,5/15/2022,6/14/2022,135,6,165,36,41.1,41.8,46.6,48.7,51.2,50.7,51.4,53.1
237,TR-7-1,TR-7,TR,48.94619,-122.35244,WA,US,1.179044273,T,T6,T6-10,0,1,21.01,69.7,3.61,12,3,2,2,0.8,0.81,0.19,98.38709677,5/26/2022,6/27/2022,146,17,178,49,39.9,43,39.4,41.5,40.6,44.9,44.6,44.7
238,WC-1-1,WC-1,WC,47.241995,-120.696261,WA,US,-0.008288374,T,T6,T6-11,0,1,21.79,21.9,1.75,10,0,0,0,0.27,0.29,0.06,91.30434783,6/3/2022,NA,154,25,NA,NA,42.6,47.2,46.3,48.3,42.5,42.2,35.1,45.9
239,SP4-4-3,SP4-4,SP4,43.025217,-5.825167,SP,EU,0.434514309,T,T6,T6-12,0,1,17.84,43.1,2.16,3,2,2,1,0.61,0.62,0.14,97.91666667,6/5/2022,6/28/2022,156,27,179,50,20.8,28.8,32,38.1,35.8,39.4,44.7,45.9
240,JC-14-2,JC-14,JC,48.16472222,-123.2997222,WA,US,1.486506186,T,T6,T6-13,0,1,22.07,43.5,3.07,13,4,5,2,0.21,0.23,0.04,89.47368421,5/19/2022,6/21/2022,139,10,172,43,47.3,61.1,53.2,54.7,50.6,54.5,59.2,62.9
241,SP4-8-5,SP4-8,SP4,43.025217,-5.825167,SP,EU,0.434514309,T,T6,T6-14,0,1,18.29,31.8,2.4,3,3,56,2,0.35,0.43,0.09,76.47058824,5/16/2022,6/18/2022,136,7,169,40,43.2,44.3,41.1,41.4,37.8,42.1,42.1,52.5
242,SE-13-2,SE-13,SE,42.27916,-123.641852,OR,US,4.77412624,T,T6,T6-15,0,1,20.06,27.9,3.02,10,0,0,0,0.54,0.56,0.14,95.23809524,6/6/2022,NA,157,28,NA,NA,38.8,50.2,50.3,44.1,45.8,45.7,46.1,51.6
243,JC-15-2,JC-15,JC,48.16472222,-123.2997222,WA,US,1.486506186,T,T7,T7-1,0,1,21.71,36.7,3.86,4,0,0,0,0.57,0.41,0.09,150,6/3/2022,NA,154,25,NA,NA,45.2,40.2,55.6,54.1,45.2,45.3,38.2,49.7
244,AP-2-4,AP-2,AP,45.80877,-121.27622,WA,US,2.000652915,T,T7,T7-2,0,1,21.13,32.9,2.13,15,2,1,2,0.6,0.64,0.12,92.30769231,5/22/2022,6/14/2022,142,13,165,36,48.6,48.7,58.2,62.5,62.3,59.5,59.1,55.7
245,TR-7-5,TR-7,TR,48.94619,-122.35244,WA,US,1.179044273,T,T7,T7-3,0,1,18.4,5.9,2.91,1,0,0,0,0.59,0.62,0.11,94.11764706,NA,NA,NA,NA,NA,NA,44.5,44.9,53.1,50.4,41.9,41.5,42.8,48.1
246,BJ-15-3,BJ-15,BJ,48.789608,-122.463926,WA,US,1.005059733,T,T7,T7-4,0,0,19.18,NA,NA,NA,NA,NA,NA,0.8,0.97,0.14,79.51807229,NA,NA,NA,NA,NA,NA,35.2,31.1,44.8,40.5,40.3,38.9,38.6,39.3
