num,indID,mat,pop,lat,lon,state,region,pc1,trt,blockNum,blockID,nigrescens,bolted,dryWeight,stemHeight,stemWidth,closedCap,openCap,numSeed,numSeedCap,leafFreshWt,leafTurgWt,leafDryWt,RWC,boltDate,flowerDate,boltJulian,boltExpDays,flowerJulian,flowerExpDays,chlor_1,chlor_2,chlor_3,chlor_4,chlor_5,chlor_6,chlor_7,chlor_8
247,SP5-8-3,SP5-8,SP5,42.938767,-5.270633,SP,EU,-0.060749591,T,T7,T7-5,0,1,17.15,20.8,2.1,6,2,9,2,0.29,0.3,0.05,96,5/15/2022,6/8/2022,135,6,159,30,57.9,45.7,61.1,61.7,61.9,60.5,67.2,61.5
248,DR-2-4,DR-2,DR,43.655301,-123.333033,OR,US,4.200970886,T,T7,T7-6,0,1,21.22,35.2,2.42,2,3,0,2,0.59,0.67,0.14,84.90566038,5/30/2022,6/27/2022,150,21,178,49,26.9,34.6,38.2,38.8,38.5,33.3,40.5,42.6
249,HO-15-3,HO-15,HO,44.224196,-123.511671,OR,US,4.323314778,T,T7,T7-7,0,1,21.24,37.7,2.61,13,3,9,2,0.51,0.51,0.1,100,5/18/2022,6/21/2022,138,9,172,43,47.3,48,49.3,62.3,58.1,62.8,57,63.3
250,BJ-12-3,BJ-12,BJ,48.789608,-122.463926,WA,US,1.005059733,T,T7,T7-8,0,1,22.92,33.6,4.96,7,0,0,0,0.84,0.84,0.14,100,6/14/2022,NA,165,36,NA,NA,48,50.7,55.9,56.1,55.3,50.6,51.7,53.9
251,NOR5-6-1,NOR5-6,NOR5,59.435433,10.494067,NOR,EU,-3.336593887,T,T7,T7-9,0,0,20.25,NA,NA,NA,NA,NA,NA,0.64,0.7,0.15,89.09090909,NA,NA,NA,NA,NA,NA,39.9,46.4,43.2,49.8,46.2,52.8,48.8,42.5
252,IL-1-4,IL-1,IL,47.168389,-123.113595,WA,US,3.756822763,T,T7,T7-10,0,1,21.84,49.8,3.01,16,3,32,2,0.19,0.24,0.05,73.68421053,5/15/2022,6/14/2022,135,6,165,36,50.3,51.4,53.2,43.8,45.5,47.7,58.3,59.5
253,NOR2-5-2,NOR2-5,NOR2,59.206117,10.37815,NOR,EU,-3.234658892,T,T7,T7-11,0,0,21.41,NA,NA,NA,NA,NA,NA,0.94,0.95,0.17,98.71794872,NA,NA,NA,NA,NA,NA,43.6,48.3,51.7,43.3,44.9,41.9,40.8,49.2
254,DR-11-5,DR-11,DR,43.655301,-123.333033,OR,US,4.200970886,T,T7,T7-12,0,1,20.29,37.9,3.52,10,3,8,1,0.9,0.94,0.17,94.80519481,5/17/2022,6/25/2022,137,8,176,47,44.7,39.3,44.5,40.2,40.9,47.5,43.1,56.6
255,SP2-12-6,SP2-12,SP2,43.536733,-6.520533,SP,EU,2.178756034,T,T7,T7-13,0,1,20.12,41.9,2.64,5,2,43,2,0.19,0.23,0.06,76.47058824,5/17/2022,6/20/2022,137,8,171,42,35.7,26.6,43.9,41.3,44.1,39.6,41,34.9
256,HL-4-5,HL-4,HL,45.909633,-122.616945,WA,US,3.617706732,T,T7,T7-14,0,1,20.09,38.2,2.2,12,3,0,2,0.58,0.64,0.12,88.46153846,5/18/2022,6/20/2022,138,9,171,42,42.1,50.4,48.8,48.2,45.3,46.9,50.5,59.9
257,FR2-7-3,FR2-7,FR2,45.493017,5.382683,FR,EU,-1.632805986,T,T7,T7-15,1,1,19.22,40.7,3.07,11,2,69,2,0.65,0.72,0.17,87.27272727,5/19/2022,6/19/2022,139,10,170,41,38.2,43.7,40.6,38.4,38.2,34.6,37.7,43.9
258,BJ-1-2,BJ-1,BJ,48.789608,-122.463926,WA,US,1.005059733,T,T8,T8-1,0,1,22.13,36.9,3.15,10,8,8,2,0.77,0.79,0.13,96.96969697,5/23/2022,6/20/2022,143,14,171,42,37.2,40.6,44.4,45.6,44.6,45.7,44.6,46.7
259,FR3-17-1,FR3-17,FR3,45.406583,5.42325,FR,EU,-1.632805986,T,T8,T8-2,0,1,23.68,50.3,3.07,8,9,5,2,0.36,0.32,0.07,116,5/21/2022,6/22/2022,141,12,173,44,44.3,43.2,46,38.7,42.5,47.3,44.9,46.4
260,IL-4-5,IL-4,IL,47.168389,-123.113595,WA,US,3.756822763,T,T8,T8-3,0,1,21.32,52.5,3.21,9,2,6,2,0.43,0.45,0.09,94.44444444,5/21/2022,6/29/2022,141,12,180,51,43.6,44.1,43.9,44.6,38.9,43.4,43.1,46.7
261,SE-13-1,SE-13,SE,42.27916,-123.641852,OR,US,4.77412624,T,T8,T8-4,0,1,23.59,40.3,3.64,41,2,0,2,0.4,0.4,0.07,100,5/21/2022,NA,141,12,NA,NA,33.3,37.3,35.7,44,46.1,50.4,57,47.8
262,NOR5-3-1,NOR5-3,NOR5,59.435433,10.494067,NOR,EU,-3.336593887,T,T8,T8-5,0,0,19.4,NA,NA,NA,NA,NA,NA,0.78,0.81,0.15,95.45454545,NA,NA,NA,NA,NA,NA,49.4,50.8,52.7,50.9,48.7,55.5,49.9,59.6
263,TR-7-2,TR-7,TR,48.94619,-122.35244,WA,US,1.179044273,T,T8,T8-6,0,1,22.12,46.8,5.59,17,5,22,2,0.55,0.67,0.12,78.18181818,5/23/2022,6/29/2022,143,14,180,51,48.6,48.4,55.1,54.4,55.1,51.9,59.5,58.9
264,FR3-13-3,FR3-13,FR3,45.406583,5.42325,FR,EU,-1.632805986,T,T8,T8-7,1,1,23.29,43.2,3.6,14,6,7,2,0.51,0.55,0.11,90.90909091,5/21/2022,6/22/2022,141,12,173,44,49,48.9,53.1,61.9,59.3,59.6,61.7,57.3
265,SE-14-6,SE-14,SE,42.27916,-123.641852,OR,US,4.77412624,T,T8,T8-8,0,1,21.45,36.4,2.35,14,5,0,2,0.28,0.35,0.07,75,5/21/2022,6/24/2022,141,12,175,46,40.7,45.8,35.9,33.5,36.3,49.5,51.3,53
266,DR-11-2,DR-11,DR,43.655301,-123.333033,OR,US,4.200970886,T,T8,T8-9,0,1,23.11,55.4,3.46,17,7,12,2,0.22,0.22,0.04,100,5/21/2022,6/29/2022,141,12,180,51,49,50.6,43.5,47.6,40,47.2,43.9,36.9
267,JC-17-4,JC-17,JC,48.16472222,-123.2997222,WA,US,1.486506186,T,T8,T8-10,0,1,21.21,34.1,3.2,8,9,41,2,0.19,0.2,0.05,93.33333333,5/19/2022,6/14/2022,139,10,165,36,43,45.3,36.4,42.7,47.8,47.6,54.6,42.5
268,JC-1-6,JC-1,JC,48.16472222,-123.2997222,WA,US,1.486506186,T,T8,T8-11,0,1,21.49,52.5,2.92,16,4,15,2,0.16,0.25,0.06,52.63157895,5/21/2022,6/26/2022,141,12,177,48,41.1,53.3,48.5,50.4,42.5,36.7,46,54.7
269,DR-1-6,DR-1,DR,43.655301,-123.333033,OR,US,4.200970886,T,T8,T8-12,0,1,20.66,53.1,3.03,8,2,29,2,0.46,0.46,0.11,100,5/24/2022,6/29/2022,144,15,180,51,32.8,30.7,35.8,32,32.5,36.8,38.8,45.1
270,FR2-9-1,FR2-9,FR2,45.493017,5.382683,FR,EU,-1.632805986,T,T8,T8-13,0,0,20.29,NA,NA,NA,NA,NA,NA,0.34,0.35,0.08,96.2962963,NA,NA,NA,NA,NA,NA,42,36.1,44.4,43.2,49.1,47.1,48.5,59.6
271,IL-5-2,IL-5,IL,47.168389,-123.113595,WA,US,3.756822763,T,T8,T8-14,0,1,20.54,25.8,3.35,8,12,17,2,0.79,0.79,0.17,100,5/9/2022,6/4/2022,129,0,155,26,43.2,44,49,45.9,47.9,50.5,54.7,64
272,SP5-8-4,SP5-8,SP5,42.938767,-5.270633,SP,EU,-0.060749591,T,T8,T8-15,0,1,16.49,31.5,2.5,3,6,29,2,0.35,0.36,0.06,96.66666667,5/17/2022,6/13/2022,137,8,164,35,56,64,64.9,55.6,62.5,60.2,59.3,55.1
273,AP-14-5,AP-14,AP,45.80877,-121.27622,WA,US,2.000652915,T,T9,T9-1,0,1,20.51,39,2.93,8,6,22,2,0.51,0.52,0.1,97.61904762,5/18/2022,6/20/2022,138,9,171,42,45,47.8,57.3,59.7,52.9,47.9,52.9,62.2
274,HL-13-6,HL-13,HL,45.909633,-122.616945,WA,US,3.617706732,T,T9,T9-2,0,1,19.81,39.2,3.83,4,10,21,2,0.77,0.81,0.14,94.02985075,5/18/2022,6/13/2022,138,9,164,35,42.9,41.7,55.7,55.5,52.1,53,61.4,62.7
275,HO-11-2,HO-11,HO,44.224196,-123.511671,OR,US,4.323314778,T,T9,T9-3,0,1,20.33,39.6,3.06,6,10,60,2,0.33,0.37,0.05,87.5,5/11/2022,6/10/2022,131,2,161,32,41.9,40.8,42,49,52.2,50.2,52.8,57.3
276,AP-2-6,AP-2,AP,45.80877,-121.27622,WA,US,2.000652915,T,T9,T9-4,0,1,20.4,31.9,2.27,11,6,27,2,0.4,0.41,0.07,97.05882353,5/18/2022,6/15/2022,138,9,166,37,46.8,47.8,51.2,51.1,46,56.7,62.6,53.2
277,HL-3-4,HL-3,HL,45.909633,-122.616945,WA,US,3.617706732,T,T9,T9-5,0,1,20.46,32.6,2.5,7,9,30,2,0.52,0.59,0.09,86,5/9/2022,6/6/2022,129,0,157,28,46.1,44.7,39,60.3,53,57.5,60.3,59
278,NOR2-3-1,NOR2-3,NOR2,59.206117,10.37815,NOR,EU,-3.234658892,T,T9,T9-6,0,0,19.85,NA,NA,NA,NA,NA,NA,1.23,1.35,0.22,89.38053097,NA,NA,NA,NA,NA,NA,31.9,35.8,50,44.3,52.6,41,43.8,42.1
279,SP2-12-4,SP2-12,SP2,43.536733,-6.520533,SP,EU,2.178756034,T,T9,T9-7,0,1,21.06,34.8,4.29,9,5,61,2,0.95,1.05,0.24,87.65432099,5/18/2022,6/19/2022,138,9,170,41,44.2,41.5,51.4,56.9,54.7,58.9,57.5,59.6
280,SE-11-5,SE-11,SE,42.27916,-123.641852,OR,US,4.77412624,T,T9,T9-8,0,1,20.18,31.3,3.14,9,2,0,1,0.31,0.34,0.05,89.65517241,5/20/2022,6/25/2022,140,11,176,47,42.3,50.3,42.2,62.7,44.9,63.1,57.6,66.3
281,FR3-17-3,FR3-17,FR3,45.406583,5.42325,FR,EU,-1.632805986,T,T9,T9-9,1,1,21.89,52.5,3.79,9,3,0,2,0.48,0.52,0.07,91.11111111,5/25/2022,6/20/2022,145,16,171,42,45.9,42.6,41.8,42.3,40.1,49.6,54.5,53.2
282,NOR5-5-1,NOR5-5,NOR5,59.435433,10.494067,NOR,EU,-3.336593887,T,T9,T9-10,0,0,19.42,NA,NA,NA,NA,NA,NA,1.09,1.09,0.22,100,NA,NA,NA,NA,NA,NA,48.1,49.3,53.2,55.4,49.7,47.7,50.6,53.5
283,NOR5-8-4,NOR5-8,NOR5,59.435433,10.494067,NOR,EU,-3.336593887,T,T9,T9-11,0,0,17.3,NA,NA,NA,NA,NA,NA,0.72,0.81,0.15,86.36363636,NA,NA,NA,NA,NA,NA,42.7,49.6,67.1,63.5,64.2,58.5,55.5,57.3
284,SE-13-5,SE-13,SE,42.27916,-123.641852,OR,US,4.77412624,T,T9,T9-12,0,1,21.53,39.7,3,11,2,4,1,0.49,0.51,0.08,95.34883721,5/18/2022,6/29/2022,138,9,180,51,43.4,29.3,56.7,49.9,45.4,49.5,43.7,54.5
285,TR-12-3,TR-12,TR,48.94619,-122.35244,WA,US,1.179044273,T,T9,T9-13,0,0,18.85,NA,NA,NA,NA,NA,NA,0.78,0.82,0.14,94.11764706,NA,NA,NA,NA,NA,NA,42.2,47.2,52.1,50.9,51.5,46.5,40.5,47
286,TR-10-2,TR-10,TR,48.94619,-122.35244,WA,US,1.179044273,T,T9,T9-14,0,1,20.39,52.6,3.3,12,0,0,0,0.45,0.48,0.09,92.30769231,5/23/2022,NA,143,14,NA,NA,49.8,60.6,56.3,46.5,55.2,46.4,47.1,61.3
287,FR2-1-1,FR2-1,FR2,45.493017,5.382683,FR,EU,-1.632805986,T,T9,T9-15,0,0,19.68,NA,NA,NA,NA,NA,NA,0.79,0.85,0.18,91.04477612,NA,NA,NA,NA,NA,NA,54.4,64,60.4,56.2,54.7,56.7,48.6,52.4
288,SE-15-5,SE-15,SE,42.27916,-123.641852,OR,US,4.77412624,T,T10,T10-1,0,1,22.18,37,2.99,12,8,28,2,0.72,0.79,0.15,89.0625,5/13/2022,6/19/2022,133,4,170,41,40.1,36.6,45,49.4,45,43.4,37.7,45.5
289,LUX1-3-1,LUX1-3,LUX1,49.61855,6.1393,LUX,EU,-1.721640374,T,T10,T10-2,0,0,20.67,NA,NA,NA,NA,NA,NA,0.41,0.47,0.09,84.21052632,NA,NA,NA,NA,NA,NA,38.5,34,46.8,50.7,42.7,49.1,47.6,49.9
290,SP4-8-3,SP4-8,SP4,43.025217,-5.825167,SP,EU,0.434514309,T,T10,T10-3,0,1,20.41,31.2,3.33,0,6,6,2,0.38,0.4,0.08,93.75,5/9/2022,6/6/2022,129,0,157,28,44.7,45.5,56,53.1,53.3,51.5,55.1,52.7
291,BJ-1-6,BJ-1,BJ,48.789608,-122.463926,WA,US,1.005059733,T,T10,T10-4,0,1,19.94,44.3,3.19,6,13,7,2,0.68,0.72,0.14,93.10344828,5/16/2022,6/15/2022,136,7,166,37,32.7,34.1,39.7,44,42.8,41.7,46.4,38.9
292,DR-4-6,DR-4,DR,43.655301,-123.333033,OR,US,4.200970886,T,T10,T10-5,0,1,20.67,42.6,2.91,12,3,0,0,0.45,0.48,0.12,91.66666667,5/28/2022,6/29/2022,148,19,180,51,39.4,40.5,42.3,48.3,35.7,43,47,45.8
293,JC-17-2,JC-17,JC,48.16472222,-123.2997222,WA,US,1.486506186,T,T10,T10-6,0,1,22.52,42.2,3.97,9,8,64,2,0.73,0.78,0.16,91.93548387,5/15/2022,6/13/2022,135,6,164,35,41.9,44,54.4,60.5,62.2,55.8,66.4,48.7
294,FR3-8-5,FR3-8,FR3,45.406583,5.42325,FR,EU,-1.632805986,T,T10,T10-7,1,1,21.39,38,3.24,10,4,0,2,0.45,0.47,0.11,94.44444444,5/17/2022,6/24/2022,137,8,175,46,33.7,39.4,46,53.5,45.8,44.4,46.7,47.7
295,IL-4-1,IL-4,IL,47.168389,-123.113595,WA,US,3.756822763,T,T10,T10-8,0,1,21.03,40.4,3.02,17,6,24,2,0.27,0.31,0.07,83.33333333,5/15/2022,6/18/2022,135,6,169,40,51.9,54.4,56.9,57.3,58,57.6,71.3,57
296,JC-14-5,JC-14,JC,48.16472222,-123.2997222,WA,US,1.486506186,T,T10,T10-9,0,1,22.71,35.4,3.77,27,2,3,1,0.49,0.53,0.1,90.69767442,5/18/2022,6/26/2022,138,9,177,48,45.9,46.8,55.5,55.7,48.6,57.6,46.3,43.2
297,SP4-1-3,SP4-1,SP4,43.025217,-5.825167,SP,EU,0.434514309,T,T10,T10-10,0,1,19.11,30.5,3.87,3,5,24,2,0.93,1,0.2,91.25,5/9/2022,6/4/2022,129,0,155,26,46.2,49.1,55.5,52.1,59.2,54.4,56.2,54.1
298,SP4-1-4,SP4-1,SP4,43.025217,-5.825167,SP,EU,0.434514309,T,T10,T10-11,0,1,20.08,22.8,2.96,4,12,20,2,0.65,0.69,0.14,92.72727273,5/18/2022,6/7/2022,138,9,158,29,40.9,45.6,49.1,45.4,44.4,50.1,49.3,60.1
299,AP-2-5,AP-2,AP,45.80877,-121.27622,WA,US,2.000652915,T,T10,T10-12,0,1,21.06,31.1,3.05,19,11,1,2,0.6,0.66,0.13,88.67924528,5/17/2022,6/16/2022,137,8,167,38,43.1,47.3,50.8,44.9,37.2,47,44.3,55.3
300,FR2-7-1,FR2-7,FR2,45.493017,5.382683,FR,EU,-1.632805986,T,T10,T10-13,1,1,22.21,36,3.84,13,8,0,2,0.34,0.38,0.08,86.66666667,5/9/2022,6/13/2022,129,0,164,35,41.1,47.3,48.9,43.6,37.5,50.1,40.4,49.7
301,TR-11-1,TR-11,TR,48.94619,-122.35244,WA,US,1.179044273,T,T10,T10-14,0,1,20.59,17.5,3.09,1,0,0,0,0.39,0.42,0.07,91.42857143,NA,NA,NA,NA,NA,NA,40,51.5,51.6,45.4,43,46.4,45.9,51.2
302,DR-2-5,DR-2,DR,43.655301,-123.333033,OR,US,4.200970886,T,T10,T10-15,0,0,20.06,NA,NA,NA,NA,NA,NA,0.63,0.73,0.13,83.33333333,NA,NA,NA,NA,NA,NA,35.4,44.6,45,38.1,41.8,36.9,40.4,44
303,LUX1-3-3,LUX1-3,LUX1,49.61855,6.1393,LUX,EU,-1.721640374,T,T11,T11-1,0,0,21.49,NA,NA,NA,NA,NA,NA,0.24,0.32,0.06,69.23076923,NA,NA,NA,NA,NA,NA,38.8,41.2,54.6,51.7,59.6,54.5,51.3,49
304,SP4-1-5,SP4-1,SP4,43.025217,-5.825167,SP,EU,0.434514309,T,T11,T11-2,0,1,21.45,26.1,3.4,5,7,0,0,0.59,0.64,0.11,90.56603774,5/13/2022,6/7/2022,133,4,158,29,41.4,39.1,49.5,49.5,47.7,44.2,43.9,47.1
305,SE-15-6,SE-15,SE,42.27916,-123.641852,OR,US,4.77412624,T,T11,T11-3,0,1,22.46,42.7,3.51,12,1,8,2,0.55,0.63,0.11,84.61538462,5/24/2022,6/24/2022,144,15,175,46,38.7,37.8,43.1,43.8,38.3,37.5,39,47.2
306,WC-9-1,WC-9,WC,47.241995,-120.696261,WA,US,-0.008288374,T,T11,T11-4,0,1,23.08,26.5,2.76,27,2,0,2,0.68,0.7,0.15,96.36363636,5/13/2022,6/28/2022,133,4,179,50,44.3,43.7,49.2,46.9,42.2,50.1,58.7,46.2
307,BJ-1-7,BJ-1,BJ,48.789608,-122.463926,WA,US,1.005059733,T,T11,T11-5,0,1,17.83,18.6,3.31,1,0,0,0,0.7,0.83,0.11,81.94444444,NA,NA,NA,NA,NA,NA,22,NA,44.8,46.6,38,39.7,45.1,45.3
308,NOR2-5-1,NOR2-5,NOR2,59.206117,10.37815,NOR,EU,-3.234658892,T,T11,T11-5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,52.4,NA,NA
309,HL-3-6,HL-3,HL,45.909633,-122.616945,WA,US,3.617706732,T,T11,T11-6,0,1,20.8,44.5,3.6,6,2,7,2,0.65,0.77,0.13,81.25,5/17/2022,6/21/2022,137,8,172,43,40.1,38.7,53.2,55.4,45.3,51,58,54.4
310,DR-4-1,DR-4,DR,43.655301,-123.333033,OR,US,4.200970886,T,T11,T11-7,0,1,22.47,41.7,4.01,8,4,2,2,0.32,0.33,0.05,96.42857143,5/9/2022,6/22/2022,129,0,173,44,44.5,48.7,42.4,43.9,60.1,55.9,49.7,41.5
311,NOR5-5-2,NOR5-5,NOR5,59.435433,10.494067,NOR,EU,-3.336593887,T,T11,T11-8,0,0,20.81,NA,NA,NA,NA,NA,NA,0.76,0.83,0.13,90,NA,NA,NA,NA,NA,NA,49.2,49.1,53.7,50.2,45.5,NA,48.7,55.2
312,FR3-8-1,FR3-8,FR3,45.406583,5.42325,FR,EU,-1.632805986,T,T11,T11-9,0,0,20.68,NA,NA,NA,NA,NA,NA,0.93,1.01,0.17,90.47619048,NA,NA,NA,NA,NA,NA,34.4,38.4,48.2,47.6,46.6,49.6,43.5,42.8
313,SP2-2-1,SP2-2,SP2,43.536733,-6.520533,SP,EU,2.178756034,T,T11,T11-10,0,1,21.03,37.7,4.76,6,11,22,2,0.56,0.67,0.12,80,5/19/2022,6/18/2022,139,10,169,40,35.9,37.3,42.6,44.4,40.2,47.1,52,53.2
314,GER4-2-5,GER4-2,GER4,48.624617,8.640133,GER,EU,-2.434491549,T,T11,T11-11,0,0,21.33,NA,NA,NA,NA,NA,NA,0.49,0.54,0.09,88.88888889,NA,NA,NA,NA,NA,NA,36.8,42.5,44.4,42.9,43.1,36.8,44.4,52.9
315,HO-11-8,HO-11,HO,44.224196,-123.511671,OR,US,4.323314778,T,T11,T11-12,0,1,20.11,35.4,3.89,8,0,0,0,0.68,0.66,0.12,103.7037037,6/9/2022,NA,160,31,NA,NA,30.9,41.5,44.1,44.7,42.7,49.8,43.8,63.5
316,NOR5-8-2,NOR5-8,NOR5,59.435433,10.494067,NOR,EU,-3.336593887,T,T11,T11-13,0,0,22.51,NA,NA,NA,NA,NA,NA,0.61,0.66,0.12,90.74074074,NA,NA,NA,NA,NA,NA,37.4,47.8,44.4,45.1,39.8,48,41.4,51.2
317,NOR1-10-3,NOR1-10,NOR1,61.184167,7.233467,NOR,EU,-3.224529786,T,T11,T11-14,0,0,19.34,NA,NA,NA,NA,NA,NA,0.8,0.81,0.13,98.52941176,NA,NA,NA,NA,NA,NA,27.7,38,45.3,47.1,43,44.7,48,44.2
318,HO-2-1,HO-2,HO,44.224196,-123.511671,OR,US,4.323314778,T,T11,T11-15,0,1,21.91,32.2,2.58,6,3,25,2,0.78,0.89,0.14,85.33333333,5/17/2022,6/21/2022,137,8,172,43,47,38.7,46.6,39.2,NA,56.7,46.5,64.6
319,SE-15-4,SE-15,SE,42.27916,-123.641852,OR,US,4.77412624,T,T12,T12-1,0,1,22.02,28.9,3.99,8,12,25,2,0.26,0.29,0.07,86.36363636,5/8/2022,6/4/2022,128,-1,155,26,48.7,47.7,53.2,42.7,32.8,34.8,43,47.2
320,IL-2-2,IL-2,IL,47.168389,-123.113595,WA,US,3.756822763,T,T12,T12-2,0,1,22.65,47.5,3.03,5,4,17,2,0.29,0.31,0.07,91.66666667,5/10/2022,6/19/2022,130,1,170,41,49.1,48.6,53.2,45.4,41.9,48.5,47.5,54.7
321,SP4-8-4,SP4-8,SP4,43.025217,-5.825167,SP,EU,0.434514309,T,T12,T12-3,0,1,19.93,24.7,3.4,2,11,9,2,1.1,1.17,0.24,92.47311828,5/9/2022,5/31/2022,129,0,151,22,44.7,41.7,49.1,50.6,47.4,48.9,45.9,43.3
322,NOR5-5-5,NOR5-5,NOR5,59.435433,10.494067,NOR,EU,-3.336593887,T,T12,T12-4,0,0,18.43,NA,NA,NA,NA,NA,NA,0.93,0.95,0.21,97.2972973,NA,NA,NA,NA,NA,NA,32,35.2,46.1,47.7,45.2,46.5,45.8,50.7
323,FR3-8-2,FR3-8,FR3,45.406583,5.42325,FR,EU,-1.632805986,T,T12,T12-5,1,1,21.1,63.4,3.18,4,5,21,2,0.25,0.27,0.07,90,5/15/2022,6/18/2022,135,6,169,40,43.4,43.1,46.7,48.1,41.8,52.1,46.4,48.7
324,GER4-2-1,GER4-2,GER4,48.624617,8.640133,GER,EU,-2.434491549,T,T12,T12-6,0,0,21.43,NA,NA,NA,NA,NA,NA,1.06,1.11,0.28,93.97590361,NA,NA,NA,NA,NA,NA,49.6,48.5,43.1,44.6,46.4,46.8,43.3,47.6
325,JC-15-1,JC-15,JC,48.16472222,-123.2997222,WA,US,1.486506186,T,T12,T12-7,0,1,22.62,49.9,4.22,11,2,0,1,0.26,0.27,0.07,95,5/31/2022,NA,151,22,NA,NA,49.3,45.6,55.7,50.7,50.9,40.7,43.9,48.2
326,FR3-17-4,FR3-17,FR3,45.406583,5.42325,FR,EU,-1.632805986,T,T12,T12-8,0,1,21.39,51.8,4.19,15,6,23,2,0.33,0.34,0.06,96.42857143,5/13/2022,6/20/2022,133,4,171,42,37.5,41.8,46.3,46.7,41.3,48.4,50.8,54.2
327,WC-1-3,WC-1,WC,47.241995,-120.696261,WA,US,-0.008288374,T,T12,T12-9,0,1,21.52,34.6,3.11,4,13,49,2,0.23,0.23,0.04,100,5/13/2022,6/15/2022,133,4,166,37,48.1,48.2,52,42.1,52.2,38.7,54.5,55.3
328,IL-5-5,IL-5,IL,47.168389,-123.113595,WA,US,3.756822763,T,T12,T12-10,0,1,18.94,35.8,2.77,7,5,67,2,0.54,0.64,0.13,80.39215686,5/10/2022,6/14/2022,130,1,165,36,45.6,46,38.6,32.7,37.4,44.4,52.2,51.3
329,SP2-2-3,SP2-2,SP2,43.536733,-6.520533,SP,EU,2.178756034,T,T12,T12-11,0,1,19.1,35,3.45,6,5,52,2,0.2,0.22,0.05,88.23529412,5/15/2022,6/20/2022,135,6,171,42,34.1,38.7,35.5,39,39.8,34.2,41.6,45.1
